Teams;Elo Rating
Birkirkara;1378.4816158516703
Cork;1353.2654888944212
Leverkusen;2050.5913667486816
Galatasaray;1522.2203535488563
Karabükspor;1327.957790713275
Everton;1647.3547572055145
FCI;1287.3117517109051
Celta;2000.9733416811835
Hajduk Split;1805.6394526138852
Rabotnicki;1082.2622288922146
Cliftonville;1157.8589948446129
Groningen;1448.3405927670071
Lusitans;1339.5
Trepça’89;1222.708657858401
Flora;1277.0421515651
Vorskla;1404.2898997945813
Stjarnan;1245.312095489283
Gent;1824.0058153247599
Lyngby;1352.2243927230236
Betis;1791.5780781603648
Mainz;1629.252766323672
Sligo;1442.6897119526013
SJK;1543.1430239682372
Vikingur;1363.6683580216577
Dinamo Tbilisi;1287.6288416476407
Partizan;1568.2979092016772
Freiburg;1385.8443290328062
Sūduva;1441.0696298428359
Botev Plovdiv;1339.5
Chelsea;1961.1681812779948
Grasshoppers;1158.764062003168
Lincoln Red Imps;1408.855575057978
Sturm;1567.0014444487394
Liberec;1637.1608591783968
Sporting CP;1964.0889801181504
Trabzonspor;1393.4958694047427
Grödig;1616.8027439057364
M. Tel-Aviv;1483.654534818217
Trakai;1233.3307520759581
Spartak Moskva;1526.168822879531
CSKA Moskva;1715.895693571413
KR;1146.7281654075027
Lokomotiva Zagreb;1580.4102281606583
Universitatea Craiova;1295.8027439057364
Samtredia;1335.3124969891094
Breidablik;1660.5
Villarreal;1462.3177951322905
Spartak Trnava;1338.2588518264033
Zorya;1288.5781784491587
SønderjyskE;1515.1600414757354
Odd;1472.9949841424707
Crusaders;1307.7163679887753
Zagłębie;1500.0
Sparta Praha;1230.381488654735
Vidi;1257.8412279518757
AIK;1181.7387340372306
St Gallen;1573.1237343605833
Molde;1605.1288372598372
Hertha;1581.1626535461849
Trenčín;1504.2050998912068
Ajax;1463.0659236531897
Lech;1497.9723147510185
H. Tel-Aviv;1339.5
Nacional;1369.637573469965
Bursaspor;1339.5
Rubin;1521.7211856144472
Braga;1675.575119019054
Twente;1441.5117498237544
Paços Ferreira;1338.495469462437
Osijek;1676.585917081516
Valencia;1315.9877301240615
Elfsborg;1590.8464063806516
Kairat;1579.6510605418225
FC Santa Coloma;1190.8741753080453
Ludogorets;1885.8028774372656
Zulte Waregem;1276.0869026987398
Shkëndija;1381.6832590902486
St Johnstone;1369.637573469965
Rijeka;1558.6444053508985
Norrköping;1592.4726271070008
Osmanlıspor;1406.9813191176079
West Ham;1444.7138921931892
Skënderbeu;1420.273218653112
Alashkert;1198.2022715977907
Liepāja;1260.752155571228
Marítimo;1605.4567620817359
Dundalk;1325.2324955726554
Qarabağ;1515.5125965094203
Atalanta;1874.4960806968015
Wolfsberg;1295.8027439057364
Rapid Wien;1786.8771380800063
Žalgiris;1328.9074225496481
H. Ramat Gan;1339.5
Kukës;1318.168107299767
Tottenham;2131.7046105637346
Chikhura;1339.5
Chornomorets Odesa;1554.1681514589309
Pandurii;1286.3428480436658
Austria Wien;1787.3086396589317
Željezničar;1227.5083388404298
TNS;1443.433155810596
Zwolle;1339.5
Jelgava;1339.5
Metalurg Skopje;1339.5
Olexandriya;1371.6563891602846
Fiorentina;1619.3712384905136
Barcelona;2045.0373597675443
Midtjylland;1615.088095050558
Sampdoria;1579.1389228759256
Minsk;1456.3027439057364
Brommapojkarna;1339.5
Sarajevo;1280.5702159863679
Strømsgodset;1132.8063815496923
AZ;1696.5589493174714
Mladá Boleslav;1278.4577132953173
Mariehamn;1409.8013143792436
Śląsk;1387.5821472387395
LOSC;1155.3982937688281
København;1747.9893823533641
Panionios;1374.7356274570316
Leicester;1959.2519750836002
PSV;1916.4834257275734
Anji;1805.2849161098693
Leipzig;1726.8821129401936
Dila;1329.5730375795629
CFR Cluj;1339.5
Konyaspor;1472.7017906764145
Thun;1444.9851109703404
Apollon;1348.6429765802109
Ferencváros;1541.5755162422643
Dinamo Moskva;1894.5743290510964
Feyenoord;1535.8280784444405
Asteras;1336.231490470885
Levadia;1492.1297533394184
APOEL;1587.7210229702073
B36;1298.1587691281707
Genk;1932.488380196232
