Teams;Elo Rating
Mainz;1129.252766323672
Sligo;942.6897119526013
SJK;1043.1430239682372
Vikingur;863.6683580216578
Dinamo Tbilisi;787.6288416476405
Partizan;1068.2979092016772
Freiburg;885.8443290328062
Sūduva;941.0696298428359
Botev Plovdiv;839.5
Chelsea;1461.168181277995
Grasshoppers;658.764062003168
Lincoln Red Imps;908.8555750579783
Sturm;1067.0014444487392
Liberec;1137.1608591783968
Sporting CP;1464.0889801181504
Trabzonspor;893.4958694047427
Grödig;1116.8027439057364
M. Tel-Aviv;983.654534818217
Trakai;733.3307520759581
Spartak Moskva;1026.168822879531
CSKA Moskva;1215.895693571413
KR;646.7281654075027
Lokomotiva Zagreb;1080.4102281606583
Universitatea Craiova;795.8027439057364
Samtredia;835.3124969891094
Breidablik;1160.5
Villarreal;962.3177951322904
Spartak Trnava;838.2588518264032
Zorya;788.5781784491588
SønderjyskE;1015.1600414757354
Odd;972.9949841424707
Crusaders;807.7163679887753
Zagłębie;1000.0
Sparta Praha;730.381488654735
Vidi;757.8412279518759
AIK;681.7387340372305
St Gallen;1073.123734360583
Molde;1105.1288372598372
Hertha;1081.1626535461849
Trenčín;1004.2050998912069
Ajax;963.0659236531897
Lech;997.9723147510186
H. Tel-Aviv;839.5
Nacional;869.6375734699649
Bursaspor;839.5
Rubin;1021.7211856144471
Braga;1175.575119019054
Twente;941.5117498237543
Paços Ferreira;838.4954694624371
Osijek;1176.585917081516
Valencia;815.9877301240616
Elfsborg;1090.8464063806516
Kairat;1079.6510605418225
FC Santa Coloma;690.8741753080451
Ludogorets;1385.8028774372656
Zulte Waregem;776.0869026987397
Shkëndija;881.6832590902487
St Johnstone;869.6375734699649
Rijeka;1058.6444053508983
Norrköping;1092.4726271070008
Osmanlıspor;906.9813191176077
West Ham;944.7138921931892
Skënderbeu;920.273218653112
Alashkert;698.2022715977906
Liepāja;760.7521555712281
Marítimo;1105.4567620817359
Dundalk;825.2324955726556
Qarabağ;1015.5125965094204
Atalanta;1374.4960806968015
Wolfsberg;795.8027439057364
Rapid Wien;1286.8771380800065
Žalgiris;828.907422549648
H. Ramat Gan;839.5
Kukës;818.1681072997669
Tottenham;1631.7046105637346
Chikhura;839.5
Chornomorets Odesa;1054.1681514589309
Pandurii;786.3428480436656
Austria Wien;1287.3086396589315
Željezničar;727.5083388404298
TNS;943.4331558105958
Zwolle;839.5
Jelgava;839.5
Metalurg Skopje;839.5
Olexandriya;871.6563891602847
Fiorentina;1119.3712384905136
Barcelona;1545.0373597675446
Midtjylland;1115.088095050558
Sampdoria;1079.1389228759256
Minsk;956.3027439057364
Brommapojkarna;839.5
Sarajevo;780.5702159863677
Strømsgodset;632.8063815496924
AZ;1196.5589493174714
Mladá Boleslav;778.4577132953173
Mariehamn;909.8013143792438
Śląsk;887.5821472387395
LOSC;655.3982937688281
København;1247.9893823533644
Panionios;874.7356274570316
Leicester;1459.2519750836002
PSV;1416.4834257275734
Anji;1305.2849161098693
Leipzig;1226.8821129401936
Dila;829.5730375795628
CFR Cluj;839.5
Konyaspor;972.7017906764145
Thun;944.9851109703403
Apollon;848.6429765802108
Ferencváros;1041.5755162422643
Dinamo Moskva;1394.5743290510964
Feyenoord;1035.8280784444405
Asteras;836.231490470885
Levadia;992.1297533394184
APOEL;1087.7210229702075
B36;798.1587691281707
Genk;1432.488380196232
